condition,drugName,sentiment_score,sentiment_label
Depression,Bupropion,0.006410256410256415,Neutral
High Blood Pressure,Lisinopril,-0.25,Negative
"Diabetes, Type 2",Dulaglutide,-0.059523809523809534,Neutral
Depression,Sertraline,0.3190476190476191,Positive
Depression,Paroxetine,0.018749999999999982,Neutral
High Blood Pressure,Edarbyclor,0.1,Neutral
Depression,Wellbutrin XL,0.15106060606060606,Positive
"Diabetes, Type 2",Dapagliflozin,0.25,Positive
Depression,Viibryd,0.5,Positive
"Diabetes, Type 2",Canagliflozin,-0.25833333333333336,Negative
Depression,Bupropion,-0.15374999999999997,Negative
Depression,Parnate,0.09733766233766233,Neutral
Depression,Prozac,-0.2125,Negative
Depression,Prozac,-0.06481481481481478,Neutral
Depression,Prozac,0.10833333333333334,Positive
Depression,Aripiprazole,-0.08022186147186147,Neutral
Depression,Trintellix,0.020833333333333332,Neutral
"Diabetes, Type 2",Victoza,0.28541666666666665,Positive
High Blood Pressure,Ramipril,0.0,Neutral
High Blood Pressure,Amlodipine,0.0,Neutral
Depression,Vortioxetine,0.13295454545454544,Positive
Depression,Prozac,-0.1,Neutral
Depression,Lexapro,0.35,Positive
Depression,Fluoxetine,0.16266666666666665,Positive
Depression,Trintellix,0.5666666666666667,Positive
"Diabetes, Type 2",Victoza,0.1,Neutral
High Blood Pressure,Quinapril,-0.3,Negative
"Diabetes, Type 2",Empagliflozin,0.036111111111111135,Neutral
Depression,Abilify,0.0,Neutral
Depression,Escitalopram,0.2833333333333333,Positive
"Diabetes, Type 2",Invokana,0.10555555555555557,Positive
Depression,Vilazodone,0.15462962962962962,Positive
High Blood Pressure,Nebivolol,0.26333333333333336,Positive
"Diabetes, Type 2",Metformin,-1.0,Negative
High Blood Pressure,Atenolol,-0.5,Negative
Depression,Venlafaxine,0.06527777777777778,Neutral
Depression,Effexor,-0.03472222222222221,Neutral
Depression,Escitalopram,0.32083333333333336,Positive
Depression,Cymbalta,0.21851851851851853,Positive
High Blood Pressure,Cozaar,-0.24666666666666665,Negative
Depression,Bupropion,0.06347402597402597,Neutral
Depression,Pristiq,-0.028928571428571435,Neutral
"Diabetes, Type 2",Liraglutide,0.0515625,Neutral
Depression,Cymbalta,-0.265,Negative
Depression,Desvenlafaxine,0.06346153846153846,Neutral
Depression,Wellbutrin XL,0.06666666666666665,Neutral
High Blood Pressure,Propranolol,0.18944444444444442,Positive
Depression,Mirtazapine,-0.035227272727272683,Neutral
High Blood Pressure,Clonidine,0.0,Neutral
Depression,Vortioxetine,-0.18125,Negative
Depression,Bupropion,0.25,Positive
Depression,Wellbutrin XL,0.023148148148148147,Neutral
"Diabetes, Type 2",Insulin detemir,1.0,Positive
Depression,Vortioxetine,-0.43333333333333335,Negative
Depression,Vilazodone,0.010698051948051937,Neutral
High Blood Pressure,Avapro,0.23333333333333334,Positive
Depression,Deplin,0.3416666666666666,Positive
Depression,Fluoxetine,0.2727272727272727,Positive
Depression,Nardil,0.09166666666666667,Neutral
Depression,Zyprexa,-0.10000000000000002,Negative
"Diabetes, Type 2",Trulicity,0.0010606060606060581,Neutral
Depression,Sertraline,0.09666999666999665,Neutral
High Blood Pressure,Hydrochlorothiazide,-0.005952380952380945,Neutral
Depression,Rexulti,0.19360795454545454,Positive
Depression,Trintellix,-0.0641025641025641,Neutral
High Blood Pressure,Diovan,-0.6,Negative
High Blood Pressure,Lisinopril,0.19428571428571426,Positive
Depression,Wellbutrin SR,0.21923076923076923,Positive
Depression,Lexapro,0.32142857142857145,Positive
Depression,Desvenlafaxine,0.18888888888888888,Positive
Depression,Citalopram,-0.025892857142857124,Neutral
Depression,Lexapro,0.22666666666666666,Positive
Depression,Duloxetine,-0.009722222222222236,Neutral
Depression,Prozac,-0.06363636363636363,Neutral
Depression,Citalopram,0.2575,Positive
Depression,Vilazodone,0.18582251082251086,Positive
"Diabetes, Type 2",Afrezza,-0.325,Negative
Depression,Abilify,0.25,Positive
Depression,Sertraline,0.18997668997668998,Positive
"Diabetes, Type 2",Dulaglutide,0.6000000000000001,Positive
High Blood Pressure,Coreg,-0.5,Negative
High Blood Pressure,Prazosin,-0.5,Negative
Depression,Bupropion,0.32083333333333336,Positive
Depression,Duloxetine,0.029166666666666657,Neutral
Depression,Zoloft,0.09447619047619046,Neutral
Depression,Bupropion,0.11071428571428572,Positive
Depression,Zoloft,0.16666666666666666,Positive
Depression,Pristiq,0.2882275132275132,Positive
Depression,Lamotrigine,0.09338235294117647,Neutral
Depression,Wellbutrin SR,0.08468614718614721,Neutral
"Diabetes, Type 2",Exenatide,0.2,Positive
Depression,Prozac,0.19999999999999998,Positive
"Diabetes, Type 2",Dulaglutide,-0.010945872309508676,Neutral
"Diabetes, Type 2",Trulicity,0.31428571428571433,Positive
Depression,Remeron,0.0,Neutral
Depression,Phenelzine,-0.15,Negative
Depression,Mirtazapine,-0.03571428571428573,Neutral
Depression,Desvenlafaxine,0.2638095238095238,Positive
Depression,Effexor,0.012500000000000002,Neutral
Depression,Venlafaxine,0.2833333333333333,Positive
High Blood Pressure,Hydrochlorothiazide / lisinopril,-0.010476190476190481,Neutral
Depression,Armodafinil,-0.185,Negative
High Blood Pressure,Hydrochlorothiazide / valsartan,0.392,Positive
"Diabetes, Type 2",Bydureon,0.1898148148148148,Positive
Depression,Paroxetine,-0.18976190476190474,Negative
Depression,Lexapro,0.23055555555555554,Positive
Depression,Escitalopram,-0.13333333333333333,Negative
Depression,Wellbutrin,0.15185185185185188,Positive
Depression,Modafinil,0.15119047619047618,Positive
Depression,Deplin,0.3107022607022607,Positive
Depression,Zoloft,-0.1476190476190476,Negative
Depression,Vilazodone,0.02685185185185185,Neutral
Depression,Pristiq,0.2215909090909091,Positive
Depression,Effexor XR,0.2234615384615385,Positive
Depression,Bupropion,-0.26249999999999996,Negative
Depression,Venlafaxine,0.06458333333333331,Neutral
High Blood Pressure,Lisinopril,0.0,Neutral
Depression,Fluoxetine,0.12906336088154272,Positive
Depression,Prozac,-0.22678571428571426,Negative
Depression,Vortioxetine,0.08733333333333333,Neutral
High Blood Pressure,Lisinopril,0.0,Neutral
Depression,Prozac,0.09999999999999998,Neutral
Depression,Sertraline,0.26249999999999996,Positive
Depression,Bupropion,0.15625,Positive
Depression,Lexapro,0.04776785714285714,Neutral
Depression,Effexor,0.13333333333333333,Positive
Depression,Venlafaxine,0.09999999999999999,Neutral
Depression,Vilazodone,0.3333333333333333,Positive
High Blood Pressure,Nebivolol,0.14106060606060608,Positive
"Diabetes, Type 2",Dapagliflozin,0.0,Neutral
"Diabetes, Type 2",Dapagliflozin,0.04583333333333334,Neutral
"Diabetes, Type 2",Invokana,0.06666666666666667,Neutral
Depression,Citalopram,0.09166666666666666,Neutral
Depression,Venlafaxine,0.32499999999999996,Positive
Depression,Escitalopram,0.20318979266347686,Positive
High Blood Pressure,Losartan,0.13,Positive
Depression,Selegiline,-0.15,Negative
Depression,Prozac,0.4,Positive
Depression,Effexor,0.12142857142857144,Positive
"Diabetes, Type 2",Dulaglutide,0.0,Neutral
Depression,Wellbutrin,0.1636904761904762,Positive
"Diabetes, Type 2",Dulaglutide,0.024999999999999994,Neutral
Depression,Clomipramine,0.0,Neutral
High Blood Pressure,Amlodipine,0.0203125,Neutral
Depression,Sertraline,0.039732142857142855,Neutral
"Diabetes, Type 2","Insulin inhalation, rapid acting",0.17954545454545456,Positive
Depression,Paxil,-0.14635416666666665,Negative
Depression,Trintellix,0.22430555555555554,Positive
Depression,Levomilnacipran,-0.03461538461538462,Neutral
Depression,Vortioxetine,0.031547619047619054,Neutral
Depression,Nardil,0.13999999999999999,Positive
Depression,Zoloft,-0.024999999999999994,Neutral
Depression,Bupropion,0.08000000000000002,Neutral
Depression,Escitalopram,0.2888888888888889,Positive
Depression,Nortriptyline,0.025000000000000005,Neutral
Depression,Olanzapine,-0.01634199134199134,Neutral
"Diabetes, Type 2","Insulin inhalation, rapid acting",0.22727272727272727,Positive
Depression,Abilify,0.4,Positive
Depression,Venlafaxine,-0.5416666666666666,Negative
High Blood Pressure,Amlodipine / benazepril,0.0,Neutral
Depression,Duloxetine,0.28409090909090906,Positive
Depression,Amitriptyline,0.16666666666666666,Positive
High Blood Pressure,Norvasc,0.15000000000000002,Positive
"Diabetes, Type 2",Exenatide,0.15000000000000005,Positive
Depression,Desvenlafaxine,0.2375,Positive
Depression,Zoloft,0.23263888888888887,Positive
"Diabetes, Type 2",Lantus Solostar,-0.109375,Negative
High Blood Pressure,Olmesartan,0.29000000000000004,Positive
Depression,Olanzapine,0.31727272727272726,Positive
Depression,Wellbutrin XL,0.06347402597402597,Neutral
Depression,Effexor XR,0.12777777777777777,Positive
High Blood Pressure,Losartan,0.4,Positive
Depression,Sertraline,-0.14767857142857144,Negative
High Blood Pressure,Diltiazem,-0.4,Negative
Depression,Citalopram,-0.021041666666666653,Neutral
High Blood Pressure,Felodipine,0.25142857142857145,Positive
"Diabetes, Type 2",Exenatide,0.08333333333333333,Neutral
Depression,Pristiq,0.33125,Positive
"Diabetes, Type 2",Victoza,0.04999999999999999,Neutral
Depression,Vilazodone,-0.0134090909090909,Neutral
Depression,Bupropion,0.175,Positive
Depression,Sertraline,-0.05714285714285713,Neutral
"Diabetes, Type 2",Liraglutide,-0.1375,Negative
Depression,Fluoxetine,0.134375,Positive
Depression,Xanax,0.17222222222222225,Positive
Depression,Celexa,0.28738859180035653,Positive
Depression,Viibryd,0.35714285714285715,Positive
Depression,Cymbalta,-0.25,Negative
"Diabetes, Type 2",Invokana,-0.19375,Negative
High Blood Pressure,Prazosin,0.1,Neutral
Depression,L-methylfolate,0.03571428571428571,Neutral
Depression,Celexa,0.05974025974025974,Neutral
Depression,Tranylcypromine,0.19254079254079254,Positive
"Diabetes, Type 2",Saxagliptin,0.0,Neutral
"Diabetes, Type 2",Glipizide,0.12212121212121212,Positive
Depression,Budeprion XL,0.05000000000000001,Neutral
Depression,Fluoxetine,0.26545454545454544,Positive
Depression,Nardil,0.00833333333333334,Neutral
Depression,Fluoxetine,0.1256613756613757,Positive
"Diabetes, Type 2",Insulin detemir,-0.18611111111111112,Negative
"Diabetes, Type 2",Canagliflozin,0.0,Neutral
Depression,Duloxetine,0.16666666666666666,Positive
Depression,Citalopram,0.16893939393939392,Positive
Depression,Duloxetine,-0.3011904761904762,Negative
Depression,Fluoxetine,0.0625,Neutral
Depression,Fluoxetine,0.4583333333333333,Positive
Depression,Zoloft,0.0,Neutral
"Diabetes, Type 2",Liraglutide,0.275,Positive
Depression,Desvenlafaxine,0.13356643356643355,Positive
Depression,Mirtazapine,-0.06000000000000001,Neutral
High Blood Pressure,Amlodipine,0.15555555555555556,Positive
"Diabetes, Type 2",Insulin glargine,0.2125,Positive
Depression,Quetiapine,0.5,Positive
Depression,Sertraline,-0.1,Neutral
Depression,Prozac,0.375,Positive
Depression,Desvenlafaxine,0.25,Positive
Depression,Cymbalta,-0.07636363636363637,Neutral
"Diabetes, Type 2",Jardiance,0.3277777777777778,Positive
Depression,Duloxetine,0.44000000000000006,Positive
Depression,Viibryd,0.21708291708291705,Positive
"Diabetes, Type 2",Actos,0.09027777777777778,Neutral
Depression,Trintellix,0.3846590909090909,Positive
Depression,Cymbalta,0.10000000000000002,Positive
"Diabetes, Type 2",Dapagliflozin,0.06000000000000001,Neutral
Depression,Vilazodone,-0.3499999999999999,Negative
High Blood Pressure,Amlodipine,-0.42,Negative
Depression,Lexapro,-0.425,Negative
High Blood Pressure,Amlodipine,0.10625000000000001,Positive
"Diabetes, Type 2",Insulin glargine,0.2690476190476191,Positive
Depression,Citalopram,0.15,Positive
"Diabetes, Type 2",Jardiance,0.13333333333333333,Positive
Depression,Celexa,-0.01439393939393939,Neutral
Depression,Lexapro,-0.20000000000000004,Negative
"Diabetes, Type 2",Lantus,0.143125,Positive
Depression,Escitalopram,0.1148148148148148,Positive
"Diabetes, Type 2",Metformin,0.21363636363636362,Positive
Depression,Abilify,-0.1875,Negative
Depression,Cymbalta,-0.05010330578512398,Neutral
Depression,Fluoxetine,0.018333333333333333,Neutral
Depression,Trintellix,0.06041666666666668,Neutral
Depression,Wellbutrin XL,-0.019444444444444462,Neutral
Depression,Zoloft,0.2515151515151515,Positive
High Blood Pressure,Lotrel,0.03333333333333333,Neutral
High Blood Pressure,Metoprolol,-0.09722222222222221,Neutral
Depression,Trintellix,0.36249999999999993,Positive
Depression,Viibryd,0.2777777777777778,Positive
High Blood Pressure,Olmesartan,0.10574074074074073,Positive
"Diabetes, Type 2",Glyxambi,-1.0,Negative
Depression,Fluoxetine,0.12424242424242425,Positive
Depression,Prozac,0.07333333333333333,Neutral
"Diabetes, Type 2",Dulaglutide,0.2635714285714286,Positive
Depression,Viibryd,0.25,Positive
Depression,Prozac,0.2436363636363636,Positive
Depression,St. john's wort,0.08333333333333333,Neutral
Depression,Deplin,0.04027777777777777,Neutral
Depression,Zoloft,-0.03174825174825173,Neutral
Depression,Lexapro,0.11296296296296296,Positive
High Blood Pressure,Olmesartan,0.15000000000000002,Positive
Depression,Viibryd,0.5872727272727273,Positive
Depression,Sertraline,0.07395833333333333,Neutral
Depression,Bupropion,0.10277777777777779,Positive
Depression,Mirtazapine,0.38,Positive
Depression,Effexor XR,-0.2238095238095238,Negative
Depression,Desvenlafaxine,0.6428571428571428,Positive
Depression,Effexor,0.1642857142857143,Positive
"Diabetes, Type 2",Bydureon,0.4,Positive
"Diabetes, Type 2",Victoza,0.16785714285714287,Positive
Depression,Sertraline,0.06931818181818182,Neutral
"Diabetes, Type 2",Bydureon,0.0,Neutral
Depression,Viibryd,0.020000000000000018,Neutral
Depression,Wellbutrin XL,0.43333333333333335,Positive
Depression,Pristiq,0.11666666666666667,Positive
Depression,Risperidone,0.10416666666666666,Positive
"Diabetes, Type 2",Dapagliflozin,-0.009166666666666665,Neutral
Depression,Citalopram,0.0,Neutral
Depression,Effexor,0.0,Neutral
High Blood Pressure,Losartan,0.3333333333333333,Positive
High Blood Pressure,Bystolic,0.2141025641025641,Positive
Depression,Venlafaxine,0.046428571428571416,Neutral
Depression,Pristiq,0.1758838383838384,Positive
High Blood Pressure,Hydrochlorothiazide / olmesartan,0.0787878787878788,Neutral
Depression,Vortioxetine,-0.06428571428571427,Neutral
Depression,Pristiq,0.09181818181818181,Neutral
High Blood Pressure,Azilsartan medoxomil,0.2692727272727273,Positive
"Diabetes, Type 2",Invokana,-0.05,Neutral
Depression,Venlafaxine,-0.15454545454545454,Negative
Depression,Sertraline,0.12272727272727274,Positive
High Blood Pressure,Hydralazine / hydrochlorothiazide / reserpine,-0.44999999999999996,Negative
Depression,Pristiq,0.17500000000000002,Positive
Depression,Fluoxetine,0.0051948051948051965,Neutral
Depression,Celexa,0.23750000000000002,Positive
Depression,Duloxetine,-0.3,Negative
Depression,Bupropion,-0.020000000000000007,Neutral
"Diabetes, Type 2",Canagliflozin,-0.19375,Negative
Depression,Fluoxetine,0.05184659090909091,Neutral
"Diabetes, Type 2",Insulin glargine,0.5483333333333333,Positive
"Diabetes, Type 2",Exenatide,0.05316220238095237,Neutral
Depression,Duloxetine,0.03125000000000001,Neutral
Depression,Zyprexa,-0.325,Negative
High Blood Pressure,Olmesartan,0.6666666666666666,Positive
High Blood Pressure,Metoprolol Tartrate,0.0,Neutral
Depression,Deplin,0.08333333333333334,Neutral
"Diabetes, Type 2",Liraglutide,0.01235119047619048,Neutral
Depression,Escitalopram,0.04444444444444445,Neutral
Depression,Vilazodone,0.375,Positive
Depression,Sertraline,-0.17314814814814816,Negative
"Diabetes, Type 2",Trulicity,0.2704166666666667,Positive
Depression,Zoloft,0.08333333333333334,Neutral
Depression,Wellbutrin,0.13416666666666668,Positive
Depression,Desvenlafaxine,0.3833333333333333,Positive
High Blood Pressure,Hydrochlorothiazide,0.1,Neutral
Depression,Citalopram,-0.100495337995338,Negative
Depression,Sertraline,0.24583333333333338,Positive
High Blood Pressure,Aliskiren,0.6666666666666666,Positive
Depression,Remeron,0.8,Positive
Depression,Effexor XR,-0.08814102564102565,Neutral
High Blood Pressure,Losartan,1.3877787807814457e-17,Neutral
Depression,Zoloft,0.16515151515151513,Positive
Depression,Zoloft,0.2,Positive
Depression,Pristiq,0.17232142857142854,Positive
Depression,Pristiq,0.12083333333333333,Positive
Depression,Sertraline,0.07666666666666667,Neutral
Depression,Sertraline,0.3090909090909091,Positive
Depression,Escitalopram,-0.11707070707070708,Negative
Depression,Remeron,-0.075,Neutral
High Blood Pressure,Hydrochlorothiazide / olmesartan,-0.08571428571428573,Neutral
"Diabetes, Type 2",Trulicity,-0.28124999999999994,Negative
Depression,Escitalopram,0.049999999999999996,Neutral
High Blood Pressure,Losartan,0.29,Positive
Depression,Tramadol,0.36481481481481487,Positive
Depression,Bupropion,0.15555555555555556,Positive
High Blood Pressure,Carvedilol,0.02035714285714285,Neutral
Depression,Duloxetine,0.085,Neutral
High Blood Pressure,Ramipril,0.13825757575757575,Positive
Depression,Pristiq,0.19615384615384615,Positive
Depression,Risperdal,0.4,Positive
Depression,Olanzapine,0.055952380952380955,Neutral
High Blood Pressure,Telmisartan,0.38125,Positive
"Diabetes, Type 2",Basaglar,-0.049999999999999996,Neutral
Depression,Lexapro,0.18033333333333332,Positive
Depression,Olanzapine,-0.23833333333333329,Negative
"Diabetes, Type 2",Victoza,-0.19270833333333334,Negative
Depression,L-methylfolate,-0.06913580246913581,Neutral
Depression,Venlafaxine,-0.28098765432098766,Negative
Depression,Tranylcypromine,0.225,Positive
Depression,Zoloft,0.171875,Positive
Depression,Alprazolam,0.7,Positive
Depression,Duloxetine,-0.09083333333333331,Neutral
Depression,Venlafaxine,0.12321428571428572,Positive
Depression,Escitalopram,0.018750000000000017,Neutral
High Blood Pressure,Amlodipine / olmesartan,0.0,Neutral
Depression,Vortioxetine,0.21060606060606057,Positive
Depression,Wellbutrin XL,0.15083333333333335,Positive
Depression,Sertraline,0.2074074074074074,Positive
High Blood Pressure,Spironolactone,0.0,Neutral
Depression,Vilazodone,0.28125,Positive
High Blood Pressure,Benicar,0.0,Neutral
Depression,Sertraline,-0.08642857142857147,Neutral
Depression,Aripiprazole,-0.024999999999999998,Neutral
Depression,Effexor,0.22000000000000003,Positive
Depression,Bupropion,0.11000000000000001,Positive
Depression,Escitalopram,0.55,Positive
Depression,Niacin,0.0,Neutral
"Diabetes, Type 2",Trulicity,-0.02053571428571429,Neutral
Depression,Trintellix,0.3074074074074074,Positive
Depression,Bupropion,0.18910256410256415,Positive
"Diabetes, Type 2",Victoza,0.4875,Positive
Depression,Lamotrigine,-0.15625,Negative
"Diabetes, Type 2",Januvia,0.0625,Neutral
"Diabetes, Type 2",Metformin,0.1,Neutral
High Blood Pressure,Olmesartan,0.24333333333333332,Positive
Depression,Duloxetine,-0.17291666666666666,Negative
"Diabetes, Type 2",Canagliflozin,0.08500000000000002,Neutral
High Blood Pressure,Amlodipine / benazepril,-1.0,Negative
Depression,Venlafaxine,0.1693181818181818,Positive
Depression,Duloxetine,-0.3267857142857143,Negative
High Blood Pressure,Olmesartan,0.3375,Positive
Depression,Escitalopram,-0.0064814814814814995,Neutral
High Blood Pressure,Losartan,0.05,Neutral
"Diabetes, Type 2",Insulin glargine,0.75,Positive
"Diabetes, Type 2",Byetta,0.3051020408163265,Positive
Depression,Venlafaxine,0.14444444444444446,Positive
High Blood Pressure,Ramipril,0.4,Positive
Depression,Fluoxetine,0.010000000000000009,Neutral
Depression,Sertraline,0.32696969696969697,Positive
High Blood Pressure,Olmesartan,0.0,Neutral
Depression,Wellbutrin,-0.11071428571428574,Negative
Depression,Mirtazapine,0.3625,Positive
High Blood Pressure,Carvedilol,0.17999999999999997,Positive
Depression,Lexapro,0.028645833333333343,Neutral
"Diabetes, Type 2",Victoza,0.3515476190476191,Positive
High Blood Pressure,Lisinopril,0.16,Positive
Depression,Quetiapine,0.48714285714285716,Positive
High Blood Pressure,Amlodipine,-0.24500000000000002,Negative
Depression,Elavil,0.39999999999999997,Positive
Depression,Effexor,0.125,Positive
Depression,Duloxetine,0.008333333333333323,Neutral
Depression,Fluoxetine,-0.14835164835164838,Negative
Depression,Celexa,0.09285714285714285,Neutral
Depression,Citalopram,-0.054761904761904755,Neutral
Depression,Zoloft,0.15625,Positive
Depression,Effexor,0.012500000000000011,Neutral
Depression,Trazodone,0.10500000000000002,Positive
Depression,Bupropion,-0.09006410256410256,Neutral
Depression,Cymbalta,0.3,Positive
Depression,Aripiprazole,0.12375,Positive
Depression,Lexapro,0.0,Neutral
Depression,Vortioxetine,-0.06190476190476191,Neutral
Depression,Fluoxetine,-0.22083333333333333,Negative
Depression,Mirtazapine,0.16043956043956045,Positive
Depression,Desvenlafaxine,0.5,Positive
"Diabetes, Type 2",Canagliflozin,0.0062500000000000056,Neutral
Depression,Celexa,0.07222222222222223,Neutral
Depression,Escitalopram,0.09999999999999996,Neutral
Depression,Desvenlafaxine,0.2625,Positive
Depression,Vilazodone,-0.07268518518518519,Neutral
Depression,Effexor XR,-0.06666666666666665,Neutral
Depression,Celexa,-0.016741071428571428,Neutral
"Diabetes, Type 2",Bydureon,0.13557142857142856,Positive
High Blood Pressure,Hydrochlorothiazide / losartan,0.4761904761904762,Positive
Depression,Paroxetine,-0.13489510489510492,Negative
Depression,Venlafaxine,0.21923076923076923,Positive
Depression,Aripiprazole,0.125,Positive
Depression,Desvenlafaxine,-0.06142857142857143,Neutral
High Blood Pressure,Lisinopril,0.5777777777777778,Positive
High Blood Pressure,Atenolol,0.6,Positive
Depression,Zoloft,0.016388888888888897,Neutral
Depression,Prozac,0.05810439560439562,Neutral
High Blood Pressure,Cozaar,-0.42499999999999993,Negative
"Diabetes, Type 2",Liraglutide,0.3888888888888889,Positive
Depression,Paroxetine,0.275,Positive
Depression,Fluoxetine,0.27083333333333337,Positive
Depression,Desvenlafaxine,0.8,Positive
Depression,Olanzapine,0.1490162037037037,Positive
Depression,Celexa,0.1632154882154882,Positive
Depression,Duloxetine,0.03160173160173159,Neutral
High Blood Pressure,Lisinopril,0.06583333333333333,Neutral
High Blood Pressure,Procardia XL,0.0453125,Neutral
Depression,Viibryd,0.06402007083825266,Neutral
"Diabetes, Type 2",Liraglutide,-0.159375,Negative
Depression,Fluoxetine,0.3138888888888889,Positive
Depression,Bupropion,0.1748677248677249,Positive
High Blood Pressure,Norvasc,-0.5875,Negative
High Blood Pressure,Spironolactone,-0.052380952380952375,Neutral
"Diabetes, Type 2",Canagliflozin,0.05555555555555558,Neutral
"Diabetes, Type 2",Trulicity,-0.21160714285714285,Negative
High Blood Pressure,Losartan,0.016262626262626263,Neutral
Depression,Celexa,0.25,Positive
Depression,Celexa,0.11000000000000001,Positive
"Diabetes, Type 2",Victoza,0.16962962962962966,Positive
Depression,Venlafaxine,0.0,Neutral
"Diabetes, Type 2",Insulin degludec,0.415,Positive
Depression,Vilazodone,-0.5,Negative
"Diabetes, Type 2",Exenatide,0.07000000000000003,Neutral
High Blood Pressure,Olmesartan,0.033333333333333326,Neutral
"Diabetes, Type 2",Dapagliflozin,-0.049999999999999954,Neutral
Depression,Vilazodone,-0.007828282828282815,Neutral
Depression,Celexa,0.1482638888888889,Positive
High Blood Pressure,Tenormin,0.0,Neutral
Depression,Effexor XR,0.21666666666666667,Positive
Depression,Zoloft,-0.04025297619047621,Neutral
Depression,Vilazodone,0.2863636363636363,Positive
High Blood Pressure,Lopressor,-0.0355,Neutral
High Blood Pressure,Nifedipine,0.0453125,Neutral
Depression,Wellbutrin XL,0.2333333333333333,Positive
Depression,Mirtazapine,0.2523809523809524,Positive
Depression,Paxil,-0.19666666666666666,Negative
"Diabetes, Type 2",Welchol,0.26666666666666666,Positive
"Diabetes, Type 2",Liraglutide,0.55,Positive
High Blood Pressure,Hydrochlorothiazide / losartan,0.15,Positive
Depression,Cymbalta,-0.2708333333333333,Negative
"Diabetes, Type 2",Trulicity,0.0,Neutral
"Diabetes, Type 2",Trulicity,-0.11145833333333335,Negative
Depression,Pristiq,0.18160173160173163,Positive
Depression,Sertraline,-0.44940476190476186,Negative
Depression,Viibryd,0.3333333333333333,Positive
Depression,Cymbalta,0.2642857142857143,Positive
Depression,Lexapro,0.11190476190476191,Positive
Depression,Vortioxetine,-0.04571428571428571,Neutral
Depression,Wellbutrin XL,0.2626623376623377,Positive
High Blood Pressure,Valsartan,0.05714285714285716,Neutral
Depression,Paroxetine,0.0,Neutral
High Blood Pressure,Aliskiren,-0.06727272727272726,Neutral
High Blood Pressure,Lisinopril,-0.04501488095238093,Neutral
"Diabetes, Type 2",Dulaglutide,-1.734723475976807e-18,Neutral
Depression,Vortioxetine,-0.15312499999999998,Negative
Depression,Citalopram,0.0,Neutral
High Blood Pressure,Azor,-0.265,Negative
"Diabetes, Type 2",Tresiba,0.325,Positive
High Blood Pressure,Hydrochlorothiazide / losartan,0.0,Neutral
Depression,Trintellix,-0.21875,Negative
Depression,Bupropion,0.3266666666666667,Positive
Depression,Citalopram,0.3333333333333333,Positive
Depression,Vortioxetine,0.16458333333333333,Positive
Depression,Aripiprazole,-0.05937500000000001,Neutral
Depression,Fluoxetine,0.275,Positive
Depression,Xanax,-0.18214285714285716,Negative
Depression,Prozac,0.4583333333333333,Positive
"Diabetes, Type 2",Dapagliflozin,-0.5799999999999998,Negative
High Blood Pressure,Azor,0.3343055555555556,Positive
"Diabetes, Type 2",Bydureon,0.8,Positive
Depression,Bupropion,-0.1380952380952381,Negative
"Diabetes, Type 2",Liraglutide,0.21388888888888888,Positive
Depression,Seroquel,-0.0982142857142857,Neutral
Depression,Cymbalta,0.3247343565525384,Positive
Depression,L-methylfolate,0.05666666666666668,Neutral
High Blood Pressure,Losartan,0.0,Neutral
Depression,Wellbutrin XL,-0.06749999999999999,Neutral
"Diabetes, Type 2",Albiglutide,-0.2634920634920635,Negative
High Blood Pressure,Lisinopril,0.01266666666666666,Neutral
Depression,Vortioxetine,0.41,Positive
High Blood Pressure,Hydrochlorothiazide / valsartan,0.4166666666666667,Positive
Depression,Aripiprazole,0.2993661100803958,Positive
"Diabetes, Type 2",Dulaglutide,0.2512558869701727,Positive
Depression,Duloxetine,0.010416666666666666,Neutral
Depression,Levomilnacipran,0.01125000000000001,Neutral
High Blood Pressure,Cardizem,0.7,Positive
Depression,Vilazodone,0.025000000000000005,Neutral
"Diabetes, Type 2",Victoza,0.21208333333333332,Positive
Depression,Bupropion,0.1375,Positive
"Diabetes, Type 2",Victoza,0.032499999999999994,Neutral
Depression,Desvenlafaxine,0.37083333333333335,Positive
High Blood Pressure,Nebivolol,-0.06645238095238096,Neutral
Depression,Wellbutrin SR,0.2657407407407407,Positive
High Blood Pressure,Amlodipine,-0.018333333333333323,Neutral
Depression,Pristiq,-0.012500000000000011,Neutral
Depression,Cymbalta,-0.04444444444444442,Neutral
Depression,Prozac,0.13125,Positive
Depression,Aripiprazole,-0.1,Neutral
Depression,Escitalopram,0.5,Positive
Depression,Mirtazapine,0.30989583333333337,Positive
Depression,Trintellix,0.30208333333333337,Positive
Depression,Bupropion,0.17529761904761904,Positive
High Blood Pressure,Edarbi,0.07575757575757576,Neutral
High Blood Pressure,Diltiazem,0.0,Neutral
Depression,Desvenlafaxine,0.054712301587301594,Neutral
High Blood Pressure,Lisinopril,0.15173160173160172,Positive
Depression,Trintellix,0.05,Neutral
"Diabetes, Type 2",Liraglutide,0.01770833333333334,Neutral
High Blood Pressure,Quinapril,-0.10647321428571428,Negative
Depression,Tranylcypromine,-0.5333333333333333,Negative
"Diabetes, Type 2",Tresiba,0.05,Neutral
High Blood Pressure,Cozaar,0.12626262626262624,Positive
Depression,Bupropion,0.0,Neutral
High Blood Pressure,Calan SR,-0.09285714285714286,Neutral
Depression,Desvenlafaxine,-0.014657738095238102,Neutral
Depression,Fluoxetine,0.14696969696969697,Positive
